fold,feature,importance
5,ChemEnv_max_SY:4,0.00013512519114698547
5,ChemEnv_max_T:5,0.0020052084467269676
5,ChemEnv_max_O:6,8.977333546313263e-08
5,ChemEnv_max_T:6,0.0006502352190557414
5,ChemEnv_max_C:8,0.00015202653088750877
5,ChemEnv_max_BO_1:8,0.0001742030912008367
5,ChemEnv_max_TT_1:9,0.0001466764375558173
5,ChemEnv_max_MI:10,0.00031658419511659873
5,ChemEnv_max_I:12,0.00012678722892197115
5,ChemEnv_max_C:12,0.0002263847372962233
5,ChemEnv_max_AC:12,0.01715317634598396
