fold,feature,importance
2,vpa,0.07271830786481458
2,packing fraction,0.09710855093343851
3,10-norm,0.012180963823092411
3,Cu,0.0027810730036207727
3,Pt,0.002026504868133855
3,MagpieData mean Number,0.0016468383286382669
3,MagpieData mean MendeleevNumber,0.0034150037120593587
3,MagpieData mean AtomicWeight,0.001218824605409492
3,MagpieData mean MeltingT,0.0019037063204566127
3,MagpieData mean Column,0.0019093429888127696
3,MagpieData mean Row,0.001543987375208419
3,MagpieData mean CovalentRadius,0.0015438970924939023
3,MagpieData mean Electronegativity,0.0019870692777778556
3,MagpieData mean NdValence,0.0027649564600096366
3,MagpieData mean NfValence,0.0014658022164402644
3,MagpieData mean NValence,0.0021098087452460623
3,MagpieData mean NdUnfilled,0.0013306835490686324
3,MagpieData mean NUnfilled,0.0019943601964712916
3,MagpieData mean GSvolume_pa,0.0018652211335879825
3,avg d valence electrons,0.0026892011302650297
3,avg f valence electrons,0.0015013468701856804
3,frac s valence electrons,0.0019109725122197197
3,frac d valence electrons,0.002212644594904678
3,frac f valence electrons,0.0014983110750313973
3,density,0.7486089126342991
3,vpa,0.10188607619887773
3,packing fraction,0.09600449128768906
4,0-norm,0.00021203832118174006
4,2-norm,0.0028187783105840898
4,3-norm,0.001295448878528741
4,5-norm,0.002017199292145773
4,7-norm,0.0014827116454632287
4,10-norm,0.0008882779569421645
4,Cu,0.0007728403257372083
4,Pt,0.001123541215742532
4,MagpieData maximum Number,9.426522036764681e-06
4,MagpieData range Number,0.00010123568945595224
4,MagpieData mean Number,0.0007432373661685036
4,MagpieData avg_dev Number,0.0015156830821320482
4,MagpieData mode Number,5.6422290692766695e-05
4,MagpieData minimum MendeleevNumber,3.5187141557968595e-05
4,MagpieData range MendeleevNumber,8.524890003414297e-05
4,MagpieData mean MendeleevNumber,0.000994284213150445
4,MagpieData avg_dev MendeleevNumber,0.0016631074900317437
4,MagpieData mode MendeleevNumber,0.0001754446540307316
4,MagpieData maximum AtomicWeight,4.61872673268078e-05
