fold,feature,importance
2,packing fraction,0.12891846006003707
3,0-norm,0.0
3,2-norm,0.00030888712095489306
3,3-norm,0.00011950719607065152
3,5-norm,0.00011731253507251234
3,7-norm,5.9034679748178444e-05
3,10-norm,0.0
3,Cu,0.00013337044898033826
3,Pt,8.946879161497968e-05
3,MagpieData minimum Number,0.0
3,MagpieData maximum Number,0.0
3,MagpieData range Number,1.0759283086460896e-06
3,MagpieData mean Number,0.0001287775194306381
3,MagpieData avg_dev Number,0.0
3,MagpieData mode Number,1.244987293302297e-09
3,MagpieData minimum MendeleevNumber,0.0
3,MagpieData maximum MendeleevNumber,0.0
3,MagpieData range MendeleevNumber,0.0
3,MagpieData mean MendeleevNumber,8.651516146847583e-05
3,MagpieData avg_dev MendeleevNumber,0.00027614172218329823
3,MagpieData mode MendeleevNumber,0.0
3,MagpieData minimum AtomicWeight,9.774409319325657e-06
3,MagpieData maximum AtomicWeight,0.0
3,MagpieData range AtomicWeight,1.0837834604837143e-05
3,MagpieData mean AtomicWeight,0.00021877697347510416
3,MagpieData avg_dev AtomicWeight,5.143317096694033e-06
3,MagpieData mode AtomicWeight,1.6383846084946522e-08
3,MagpieData minimum MeltingT,1.3583194624988762e-05
3,MagpieData maximum MeltingT,0.0
3,MagpieData range MeltingT,0.0
3,MagpieData mean MeltingT,0.0002563025960759457
3,MagpieData avg_dev MeltingT,2.3684834941438488e-07
3,MagpieData mode MeltingT,1.004436190549873e-09
3,MagpieData minimum Column,0.0006454753086344332
3,MagpieData maximum Column,0.0
3,MagpieData range Column,0.0
3,MagpieData mean Column,0.00014670660718736893
3,MagpieData avg_dev Column,0.0001528908889365928
3,MagpieData mode Column,4.389840633176933e-08
3,MagpieData minimum Row,8.782222505309896e-05
3,MagpieData maximum Row,1.0432155993151276e-06
3,MagpieData range Row,3.7096332587420195e-05
3,MagpieData mean Row,0.00011309653887662605
3,MagpieData avg_dev Row,6.499398232787306e-05
3,MagpieData mode Row,6.208684064779878e-06
3,MagpieData minimum CovalentRadius,0.0
3,MagpieData maximum CovalentRadius,8.867102606395869e-08
3,MagpieData range CovalentRadius,6.797956473229893e-07
3,MagpieData mean CovalentRadius,0.0002814844495478081
3,MagpieData avg_dev CovalentRadius,5.80027577948332e-06
3,MagpieData mode CovalentRadius,7.896389460558445e-06
3,MagpieData minimum Electronegativity,6.715963393383086e-05
3,MagpieData maximum Electronegativity,0.0
3,MagpieData range Electronegativity,0.0
3,MagpieData mean Electronegativity,0.0006834441151567214
3,MagpieData avg_dev Electronegativity,4.417193302936126e-06
3,MagpieData mode Electronegativity,8.512514580775166e-06
3,MagpieData minimum NdValence,5.480495378941203e-07
3,MagpieData maximum NdValence,4.913640876739166e-06
3,MagpieData range NdValence,0.0
3,MagpieData mean NdValence,2.7565263219364126e-05
3,MagpieData avg_dev NdValence,0.0007066342553310823
